acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.5230712890625,-0.018798828125,0.76318359375,-2.7786259541984735,0.5267175572519084,0.4580152671755725
-0.525390625,-0.02587890625,0.7587890625,-2.8473282442748094,-0.37404580152671757,0.5267175572519084
-0.433349609375,-0.07275390625,0.8060302734375,10.488549618320612,-42.66412213740458,-21.16793893129771
-0.509033203125,-0.0013427734375,0.78955078125,16.053435114503817,-16.129770992366414,-34.9236641221374
-0.6171875,-0.3455810546875,0.809326171875,29.33587786259542,49.656488549618324,-4.259541984732825
-0.5435791015625,-0.14111328125,0.7672119140625,-82.99236641221374,20.732824427480917,79.59541984732824
-0.6612548828125,-0.1385498046875,1.1046142578125,-153.45038167938932,-134.45038167938932,42.89312977099237
-0.3997802734375,-0.6336669921875,0.9912109375,45.99236641221374,-224.03053435114504,36.51908396946565
-0.0084228515625,-0.0916748046875,0.7508544921875,19.328244274809162,-209.51908396946564,138.4732824427481
0.056640625,-0.0921630859375,0.800537109375,-58.55725190839695,-140.9083969465649,26.603053435114504
0.7257080078125,0.1990966796875,0.989013671875,-133.23664122137404,-8.404580152671755,-156.4198473282443
0.4471435546875,-0.174072265625,0.8997802734375,-58.83206106870229,-33.68702290076336,-84.87786259541984
0.39013671875,-0.2681884765625,0.7603759765625,-5.061068702290076,15.793893129770993,-64.46564885496183
0.199951171875,-0.06689453125,0.890625,40.16793893129771,74.47328244274809,-13.465648854961833
0.2186279296875,-0.157470703125,0.60546875,-26.022900763358777,41.88549618320611,2.3282442748091605
0.193115234375,-0.1640625,0.6712646484375,-14.86259541984733,11.65648854961832,-38.038167938931295
0.157470703125,-0.1927490234375,0.8314208984375,-10.709923664122137,16.114503816793892,-14.244274809160306
0.15869140625,-0.0955810546875,0.882568359375,-10.625954198473282,4.320610687022901,-5.221374045801527
0.2181396484375,-0.064208984375,0.758544921875,-5.297709923664122,14.32824427480916,0.3435114503816794
0.118408203125,-0.094482421875,0.5640869140625,22.442748091603054,27.244274809160306,17.740458015267176
0.0518798828125,0.010498046875,0.30908203125,44.595419847328245,91.25954198473282,25.30534351145038
-0.3363037109375,0.14892578125,0.8028564453125,29.9618320610687,151.12977099236642,22.106870229007633
-0.8433837890625,-0.0098876953125,1.7108154296875,26.114503816793892,89.70229007633588,10.259541984732824
-0.6846923828125,0.1217041015625,1.1702880859375,-4.396946564885496,-5.0458015267175576,-0.3282442748091603
-0.419189453125,0.00146484375,0.7581787109375,6.748091603053435,-2.5877862595419847,4.885496183206107
-0.4022216796875,0.0343017578125,0.738037109375,-1.3511450381679388,-6.145038167938932,4.801526717557252
-0.46826171875,0.051513671875,0.894287109375,15.870229007633588,-0.5419847328244275,6.0458015267175576
-0.5634765625,0.140380859375,1.2874755859375,9.992366412213741,-41.656488549618324,-17.16030534351145
-0.6180419921875,0.1580810546875,1.0902099609375,-32.57251908396947,-6.343511450381679,21.358778625954198
-0.32861328125,0.0010986328125,0.9163818359375,-11.221374045801527,-45.099236641221374,-3.7251908396946565
-0.3123779296875,-0.098388671875,0.8975830078125,0.6717557251908397,-73.94656488549619,-23.412213740458014
-0.1109619140625,-0.0174560546875,0.7110595703125,-4.7251908396946565,-26.366412213740457,-21.717557251908396
0.0621337890625,-0.081298828125,0.637939453125,-28.557251908396946,-35.12977099236641,-15.106870229007633
0.0902099609375,-0.294921875,0.8248291015625,-24.46564885496183,4.534351145038168,-10.229007633587786
0.06982421875,-0.178466796875,0.9268798828125,0.6717557251908397,-8.687022900763358,0.37404580152671757
0.0673828125,-0.1396484375,0.943603515625,-9.893129770992367,-2.6946564885496183,-5.938931297709924
0.03564453125,-0.136474609375,0.9224853515625,-10.259541984732824,-10.603053435114504,-3.3587786259541983
0.1512451171875,-0.1746826171875,0.72314453125,-7.694656488549619,-5.320610687022901,-0.7099236641221374
0.169677734375,-0.156982421875,0.6632080078125,-1.5648854961832062,16.96946564885496,1.9465648854961832
0.1646728515625,-0.1331787109375,0.4739990234375,45.67175572519084,27.770992366412212,20.610687022900763
-0.01806640625,0.016845703125,0.5096435546875,12.816793893129772,60.404580152671755,-3.801526717557252
-0.4769287109375,0.326904296875,0.8353271484375,-9.740458015267176,106.05343511450381,-3.7938931297709924
-0.412841796875,0.0758056640625,0.9215087890625,26.66412213740458,83.08396946564885,21.900763358778626
-1.0487060546875,0.130126953125,1.921875,1.7557251908396947,14.885496183206106,15.122137404580153
-0.5572509765625,0.0946044921875,0.881591796875,-17.0381679389313,-47.06106870229008,10.221374045801527
-0.2923583984375,0.0421142578125,0.5333251953125,-0.366412213740458,-18.328244274809162,8.793893129770993
-0.3612060546875,0.0125732421875,0.753662109375,3.5801526717557253,6.564885496183206,0.04580152671755725
-0.5736083984375,0.0272216796875,1.28076171875,-7.557251908396947,11.183206106870228,-11.908396946564885
-0.625,0.04931640625,1.193359375,-30.801526717557252,-46.61068702290076,-15.893129770992367
-0.4345703125,-0.1739501953125,0.9376220703125,-8.923664122137405,-51.152671755725194,-11.641221374045802
-0.20947265625,-0.0709228515625,0.91455078125,18.84732824427481,-75.09923664122137,-6.435114503816794
0.0145263671875,-0.099365234375,0.70751953125,-8.50381679389313,-71.20610687022901,-24.977099236641223
0.124755859375,-0.167724609375,0.587158203125,-13.19083969465649,-28.740458015267176,-5.061068702290076
0.212158203125,-0.216064453125,0.7061767578125,-11.687022900763358,-12.106870229007633,-8.793893129770993
0.1988525390625,-0.16845703125,0.7979736328125,-5.801526717557252,-4.206106870229007,-1.83206106870229
0.1419677734375,-0.18408203125,0.92041015625,-3.2900763358778624,3.33587786259542,-1.5801526717557253
0.1671142578125,-0.195068359375,0.9046630859375,-3.3053435114503817,4.2748091603053435,-0.2366412213740458
0.153076171875,-0.169189453125,0.8861083984375,-1.213740458015267,2.0763358778625953,0.48091603053435117
0.13818359375,-0.1512451171875,0.7823486328125,2.1297709923664123,3.8396946564885495,-3.5572519083969465
0.146484375,-0.1192626953125,0.6439208984375,13.557251908396946,25.748091603053435,15.061068702290076
0.023193359375,-0.1422119140625,0.5648193359375,28.244274809160306,43.3206106870229,30.022900763358777
-0.1868896484375,-0.146728515625,0.532958984375,27.114503816793892,70.6793893129771,36.98473282442748
-0.4176025390625,0.051513671875,0.802490234375,34.091603053435115,123.06106870229007,-8.259541984732824
-0.7591552734375,0.26123046875,1.1632080078125,13.67175572519084,65.8854961832061,-2.183206106870229
-0.7252197265625,0.056884765625,1.277587890625,14.442748091603054,35.083969465648856,5.33587786259542
-0.6566162109375,0.0406494140625,0.909912109375,2.7404580152671754,-21.49618320610687,11.305343511450381
-0.5057373046875,0.0517578125,0.6859130859375,-1.6106870229007633,-13.091603053435115,1.0458015267175573
-0.4871826171875,0.091796875,0.732666015625,-0.08396946564885496,-8.129770992366412,-0.7633587786259542
-0.6636962890625,0.2047119140625,1.138427734375,-7.198473282442748,-17.48854961832061,0.07633587786259542
-0.627197265625,0.143798828125,1.1495361328125,-16.114503816793892,-67.16030534351145,14.030534351145038
-0.3775634765625,-0.0086669921875,0.927734375,-42.18320610687023,-55.93129770992366,9.419847328244275
-0.2047119140625,-0.1544189453125,0.874267578125,-24.64885496183206,-60.7557251908397,-19.00763358778626
-0.105224609375,-0.034912109375,0.7427978515625,-10.961832061068701,-81.2824427480916,-11.022900763358779
0.083984375,0.050537109375,0.4573974609375,-11.923664122137405,-43.786259541984734,-14.732824427480915
